match_id,playhq_match_id,season,parent_grade,competition,round,match_date,team1,team2,opponent_name,opponent_club_id,halls_head_innings_no,opposition_innings_no,batted_first,halls_head_batted_first,innings_shift_applied,innings_renumbered
120,,2024/25,B,B Grade: McIntosh Cup,Round 7,"12:15 PM, Saturday, 23 Nov 2024",Secret Harbour Dockers Cricket Club,Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,11,2,1,Secret Harbour Dockers Cricket Club,no,0,no
121,,2023/24,E,Mid-Year T20 E Grade,Semi Finals,"11:00 AM, Saturday, 16 Dec 2023",South Mandurah Cricket Club,Halls Head Cricket Club,South Mandurah Cricket Club,12,2,1,South Mandurah Cricket Club,no,0,no
122,,2024/25,E,E Grade,Round 6,"12:50 PM, Saturday, 16 Nov 2024",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
123,,2025/26,D,D Grade Ritchie Cup,Round 9,"12:30 PM, Saturday, 17 Jan 2026",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
124,,2025/26,E,E Grade,Round 12,"12:50 PM, Saturday, 14 Feb 2026",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
125,,2025/26,E,Mid-Year T20 E Grade,Round 1,"12:00 PM, Saturday, 29 Nov 2025",Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,0,no
126,,2025/26,A,A Grade: Wyllie Cup,Round 2,"12:00 PM, Saturday, 11 Oct 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
127,,2025/26,D,D Grade Ritchie Cup,Round 14,"12:30 PM, Saturday, 28 Feb 2026",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
128,,2023/24,A,A Grade: Wyllie Cup,Round 13,"12:15 PM, Saturday, 20 Jan 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
129,,2025/26,A,A Grade: Wyllie Cup,Round 18,"12:15 PM, Saturday, 28 Feb 2026",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
130,,2024/25,E,E Grade,Round 13,"12:50 PM, Saturday, 22 Feb 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
131,,2024/25,E,E Grade,Grand Final,"12:50 PM, Saturday, 22 Mar 2025",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
132,,2024/25,B,B Grade: McIntosh Cup,Round 1,"12:00 PM, Saturday, 12 Oct 2024",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
133,,2024/25,B,B Grade: McIntosh Cup,Round 5,"03:00 PM, Saturday, 09 Nov 2024",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
134,,2025/26,B,B Grade: McIntosh Cup,Round 6,"12:15 PM, Saturday, 08 Nov 2025",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
135,,2023/24,D,Mid-Year T20 D Grade,Round 1,"12:00 PM, Saturday, 25 Nov 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
136,,2025/26,D,D Grade Ritchie Cup,Round 5,"12:30 PM, Saturday, 01 Nov 2025",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
137,,2023/24,F,F Grade,Round 6,"12:50 PM, Saturday, 11 Nov 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
138,,2023/24,B,B Grade: McIntosh Cup,Grand Final,"12:15 PM, Saturday, 16 Mar 2024",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
139,,2025/26,F,F Grade,Round 15,"12:50 PM, Saturday, 07 Feb 2026",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
140,,2024/25,U21 Colts,PCA Colts Competition,Finals,"12:30 PM, Sunday, 08 Dec 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
141,,2023/24,D,D Grade Ritchie Cup,Round 1,"12:15 PM, Saturday, 07 Oct 2023",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
142,,2025/26,B,B Grade: McIntosh Cup,Round 12,"12:15 PM, Saturday, 14 Feb 2026",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
143,,2023/24,A,A Grade: Wyllie Cup,Round 4,"03:00 PM, Saturday, 28 Oct 2023",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
144,,2023/24,E,E Grade,Round 5,"12:50 PM, Saturday, 04 Nov 2023",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
145,,2025/26,Female A,Mid-Year T20 Female A Grade,Round 1,"03:00 PM, Saturday, 29 Nov 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
146,,2025/26,Female A,Mid-Year T20 Female A Grade,Round 2,"03:00 PM, Saturday, 06 Dec 2025",Halls Head Cricket Club,PCA Female Invitational Team,PCA Female Invitational Team,,1,2,Halls Head Cricket Club,yes,0,no
147,,2023/24,B,Mid-Year T20 B Grade,Semi Finals,"11:00 AM, Saturday, 16 Dec 2023",Senior Men B Grade T20,Halls Head Cricket Club,Senior Men B Grade T20,,2,1,Senior Men B Grade T20,no,0,no
148,,2024/25,D,D Grade Ritchie Cup,Round 3,"12:15 PM, Saturday, 26 Oct 2024",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
149,,2023/24,A,A Grade: Wyllie Cup,Round 7,"12:15 PM, Saturday, 18 Nov 2023",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
150,,2023/24,A,A Grade: Wyllie Cup,Round 16,"12:15 PM, Saturday, 17 Feb 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
151,,2024/25,E,E Grade,Round 9,"12:50 PM, Saturday, 18 Jan 2025",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
152,,2023/24,F,F Grade,Round 13,"12:50 PM, Saturday, 24 Feb 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
153,,2025/26,F,F Grade,Round 9,"12:50 PM, Saturday, 06 Dec 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
154,,2023/24,E,E Grade,,,,,,,,,,,0,no
155,,2023/24,A,A Grade: Wyllie Cup,Round 2,"03:00 PM, Saturday, 14 Oct 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
156,,2023/24,E,E Grade,Round 10,"12:50 PM, Saturday, 03 Feb 2024",Halls Head Cricket Club,South Mandurah Cricket Club,South Mandurah Cricket Club,12,1,2,Halls Head Cricket Club,yes,0,no
157,,2023/24,E,E Grade,Round 12,"12:55 PM, Saturday, 17 Feb 2024",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
158,,2024/25,B,B Grade: McIntosh Cup,Round 9,"12:15 PM, Saturday, 18 Jan 2025",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
159,,2023/24,F,F Grade,Round 10,"12:50 PM, Saturday, 03 Feb 2024",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
160,,2025/26,B,B Grade: McIntosh Cup,Round 4,"12:15 PM, Saturday, 25 Oct 2025",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
161,,2024/25,E,E Grade,Round 12,"12:50 PM, Saturday, 15 Feb 2025",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
162,,2024/25,E,E Grade,Round 3,"12:35 PM, Saturday, 26 Oct 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
163,,2023/24,U21 Colts,U21 Colts,,,,,,,,,,,0,no
164,,2024/25,D,D Grade Ritchie Cup,Round 5,"12:30 PM, Saturday, 09 Nov 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
165,,2023/24,A,A Grade: Wyllie Cup,Round 9,"12:15 PM, Saturday, 02 Dec 2023",Waroona Cricket Club,Halls Head Cricket Club,Waroona Cricket Club,4,2,1,Waroona Cricket Club,no,0,no
166,,2024/25,U21 Colts,PCA Colts Competition,Round 7,"12:30 PM, Sunday, 01 Dec 2024",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
167,,2025/26,A,A Grade: Wyllie Cup,Round 16,"12:20 PM, Saturday, 14 Feb 2026",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
168,,2023/24,E,E Grade,Round 9,"12:50 PM, Saturday, 20 Jan 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
169,,2023/24,B,Mid-Year T20 B Grade,Round 3,"12:00 PM, Saturday, 09 Dec 2023",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
170,,2023/24,A,A Grade: Wyllie Cup,Preliminary Final,"12:15 PM, Sunday, 10 Mar 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
171,,2025/26,E,E Grade,Round 2,"12:35 PM, Saturday, 11 Oct 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
172,,2023/24,A,A Grade: Wyllie Cup,Round 8,"12:15 PM, Saturday, 25 Nov 2023",Shoalwater Bay Cricket Club,Halls Head Cricket Club,Shoalwater Bay Cricket Club,5,2,1,Shoalwater Bay Cricket Club,no,0,no
173,,2024/25,A,A Grade: Wyllie Cup,Round 15,"12:15 PM, Saturday, 08 Feb 2025",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
174,,2024/25,E,Mid-Year T20 E Grade,Round 3,"03:00 PM, Saturday, 14 Dec 2024",Secret Harbour Dockers Cricket Club,Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,11,2,1,Secret Harbour Dockers Cricket Club,no,0,no
175,,2025/26,A,A Grade: Wyllie Cup,Round 5,"12:15 PM, Saturday, 01 Nov 2025",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
176,,2024/25,D,Mid-Year T20 D Grade,Round 3,"03:00 PM, Saturday, 14 Dec 2024",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
177,,2024/25,F,F Grade,Round 5,"12:50 PM, Saturday, 09 Nov 2024",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
178,,2023/24,F,F Grade,Round 12,"12:50 PM, Saturday, 17 Feb 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
179,,2023/24,D,D Grade Ritchie Cup,Round 7,"12:30 PM, Saturday, 18 Nov 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
180,,2025/26,B,Mid-Year T20 B Grade,Round 3,"12:20 PM, Saturday, 13 Dec 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
181,,2023/24,B,B Grade: McIntosh Cup,Round 11,"12:15 PM, Saturday, 10 Feb 2024",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
182,,2025/26,B,B Grade: McIntosh Cup,Round 5,"12:15 PM, Saturday, 01 Nov 2025",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
183,,2024/25,B,Thorny Devil Mid-Year T20 B Grade,Round 2,"12:00 PM, Saturday, 07 Dec 2024",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
184,,2024/25,E,E Grade,Round 5,"12:50 PM, Saturday, 09 Nov 2024",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
185,,2025/26,B,B Grade: McIntosh Cup,Round 14,"03:00 PM, Saturday, 28 Feb 2026",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
186,,2025/26,D,D Grade Ritchie Cup,Round 7,"12:30 PM, Saturday, 15 Nov 2025",Secret Harbour Dockers Cricket Club,Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,11,2,1,Secret Harbour Dockers Cricket Club,no,0,no
187,,2025/26,A,A Grade: Wyllie Cup,Preliminary Final,"12:20 PM, Saturday, 14 Mar 2026",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
188,,2024/25,U21 Colts,PCA Colts Competition,Round 12,"12:15 PM, Sunday, 16 Feb 2025",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
189,,2024/25,U21 Colts,PCA Colts Competition,Round 9,"12:15 PM, Sunday, 19 Jan 2025",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
190,,2023/24,B,Mid-Year T20 B Grade,Round 2,"12:00 PM, Saturday, 02 Dec 2023",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
191,,2025/26,E,E Grade,Round 1,"12:35 PM, Saturday, 04 Oct 2025",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
192,,2024/25,B,Thorny Devil Mid-Year T20 B Grade,Round 1,"12:00 PM, Saturday, 30 Nov 2024",Shoalwater Bay Cricket Club,Halls Head Cricket Club,Shoalwater Bay Cricket Club,5,2,1,Shoalwater Bay Cricket Club,no,0,no
193,,2023/24,B,B Grade: McIntosh Cup,Round 6,"03:00 PM, Saturday, 11 Nov 2023",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
194,,2025/26,F,F Grade,Round 14,"12:50 PM, Saturday, 31 Jan 2026",Waroona Cricket Club,Halls Head Cricket Club,Waroona Cricket Club,4,2,1,Waroona Cricket Club,no,0,no
195,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Round 1,"03:00 PM, Sunday, 26 Oct 2025",WKBCC U21 Mixed White Knights Baldivis U21 Colts,,,,1,1,Halls Head Cricket Club,yes,0,no
196,,2025/26,B,Mid-Year T20 B Grade,Round 2,"12:00 PM, Saturday, 06 Dec 2025",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
197,,2025/26,A,A Grade: Wyllie Cup,Round 12,"12:15 PM, Saturday, 10 Jan 2026",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
198,,2025/26,Female A,Mid-Year T20 Female A Grade,Grand Final,"03:00 PM, Saturday, 20 Dec 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
199,,2024/25,A,A Grade: Wyllie Cup,Round 1,"12:00 PM, Saturday, 12 Oct 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
200,,2023/24,B,B Grade: McIntosh Cup,Round 7,"12:15 PM, Saturday, 18 Nov 2023",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
201,,2023/24,B,B Grade: McIntosh Cup,Round 12,"12:15 PM, Saturday, 17 Feb 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
202,,2024/25,E,Mid-Year T20 E Grade,Round 1,"12:00 PM, Saturday, 30 Nov 2024",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
203,,2024/25,A,A Grade: Wyllie Cup,Round 8,"12:15 PM, Saturday, 30 Nov 2024",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
204,,2024/25,U21 Colts,PCA Colts Competition,Round 6,"12:30 PM, Sunday, 24 Nov 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
205,,2023/24,A,A Grade: Wyllie Cup,Grand Final,"12:15 PM, Saturday, 16 Mar 2024",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
206,,2025/26,B,B Grade: McIntosh Cup,Finals,"12:20 PM, Saturday, 07 Mar 2026",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
207,,2025/26,D,D Grade Ritchie Cup,Round 12,"12:30 PM, Saturday, 14 Feb 2026",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
208,,2023/24,PPL,Retravision T20 Peel Premier League,Round 3,"06:30 PM, Tuesday, 23 Jan 2024",Harvey Benger Cricket Club Inc,Halls Head Cricket Club,Harvey Benger Cricket Club Inc,16,2,1,Harvey Benger Cricket Club Inc,no,0,no
209,,2024/25,F,Mid-Year T20 F Grade,Semi Finals,"11:00 AM, Saturday, 21 Dec 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
210,,2024/25,A,A Grade: Wyllie Cup,,,,,,,,,,,0,no
211,,2025/26,A,A Grade: Wyllie Cup,Finals,"12:15 PM, Saturday, 07 Mar 2026",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
212,,2024/25,PPL,Retravision PPL T20 Cup,Round 2,"06:30 PM, Tuesday, 11 Feb 2025",Halls Head Cricket Club,Rockingham Mandurah Cricket Club (Mariners RMDCC),Rockingham Mandurah Cricket Club (Mariners RMDCC),15,1,2,Halls Head Cricket Club,yes,0,no
213,,2023/24,E,E Grade,Round 3,"12:35 PM, Saturday, 21 Oct 2023",Halls Head Cricket Club,South Mandurah Cricket Club,South Mandurah Cricket Club,12,1,2,Halls Head Cricket Club,yes,0,no
214,,2025/26,B,Mid-Year T20 B Grade,Semi Finals,"11:30 AM, Saturday, 20 Dec 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
215,,2023/24,A,A Grade: Wyllie Cup,Round 11,"12:15 PM, Saturday, 16 Dec 2023",Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,0,no
216,,2023/24,A,A Grade: Wyllie Cup,Round 3,"12:00 PM, Saturday, 21 Oct 2023",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
217,,2023/24,B,B Grade: McIntosh Cup,Round 13,"12:15 PM, Saturday, 24 Feb 2024",Secret Harbour Dockers Cricket Club,Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,11,2,1,Secret Harbour Dockers Cricket Club,no,0,no
218,,2025/26,A,A Grade: Wyllie Cup,Round 4,"12:15 PM, Saturday, 25 Oct 2025",Shoalwater Bay Cricket Club,Halls Head Cricket Club,Shoalwater Bay Cricket Club,5,2,1,Shoalwater Bay Cricket Club,no,0,no
219,,2024/25,U21 Colts,PCA Colts Competition,Round 4,"12:30 PM, Sunday, 10 Nov 2024",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
220,,2023/24,D,D Grade Ritchie Cup,Preliminary Final,"12:30 PM, Sunday, 10 Mar 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
221,,2025/26,D,Mid-Year T20 D Grade,Semi Finals,"11:30 AM, Saturday, 20 Dec 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
222,,2025/26,E,E Grade,Round 3,"12:35 PM, Saturday, 18 Oct 2025",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
223,,2024/25,F,Mid-Year T20 F Grade,Grand Final,"03:00 PM, Saturday, 21 Dec 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
224,,2023/24,U21 Colts,PCA Colts Competition,Round 1,"10:30 AM, Sunday, 22 Oct 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
225,,2024/25,A,A Grade: Wyllie Cup,Round 14,"12:15 PM, Saturday, 01 Feb 2025",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
226,,2025/26,D,D Grade Ritchie Cup,Round 4,"12:30 PM, Saturday, 25 Oct 2025",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
227,,2025/26,B,Mid-Year T20 B Grade,Grand Final,"03:00 PM, Saturday, 20 Dec 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
